Wir brauchen durchaus nach wie vor im Rahmen der Subsidiarität durch die Stärkung der lokalen und regionalen Gebietskörperschaften die Möglichkeit, Dienstleistungen von hoher Qualität, aber mit unmittelbarem Bezug zu den Bürgerinnen und Bürgern und ihren Anforderungen sicherzustellen. Das ist ein Kernstück sozialdemokratischer Politik, das wir nicht aufgeben werden.	We certainly still need strengthened local and regional authorities to enable us, within the framework of subsidiarity, to provide high-quality services that respond directly to what the public needs and demands.
Jedoch auch und vor allem die kleineren Unternehmen müssen im Innovationsprozeß gefördert werden.	In addition, however, the smaller firms especially must be encouraged to take part in the innovation process.
Frau Präsidentin! Aus der BSE-Krise müssen wir zumindest zwei Lehren ziehen: die erste ist, daß bei der Erzeugung von Tierprodukten zwei Kontrollen besser sind als gar keine Kontrolle, die zweite Lehre ist, daß wir uns nicht mehr auf Maßnahmen und Beschlüsse der Mitgliedstaaten verlassen können, um eine Gemeinschaftsgarantie für irgendein Nahrungsmittel zu geben.	Madam President, there are at least two lessons we must learn from the BSE crisis: the first is that with regard to livestock production, two checks are better than no checks at all, and secondly we can no longer rely on only the actions and decisions of the Member States to give a Community guarantee to any food product.
Mit einem Flugzeug kann man nicht einfach rechts ran fahren.	You cannot simply speed ahead regardless in an aeroplane.
(Das Parlament erhebt sich zu einer Schweigeminute.)	(The House rose and observed a minute' s silence)
Ich denke, so kommen wir weiter, und ich wüsste gern, ob das möglich wäre.	I think that is the way forward, and I would ask if that could be done.
Zum Bericht von Herrn Cashman über den Zugang der Öffentlichkeit zu Dokumenten des Parlaments, des Rates und der Kommission (A5-0318/2000) teilte mir der Ausschuss für Freiheiten und Rechte der Bürger im Anschluss an die Vertagung der Abstimmung über den Entwurf einer legislativen Entschließung auf den 16. November 2000 mit, dass er noch nicht in der Lage ist, die in der Geschäftsordnung vorgesehene Zweimonatsfrist einzuhalten.	With regard to the report by Mr Cashman on public access to Parliament, Council and Commission documents, for which the vote on the draft legislative resolution was postponed on 16 November, the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs has informed me that it is not yet able to meet the two month deadline laid down in the Rules of Procedure.
Aus diesem Grund beantragt er die Rücküberweisung an den Ausschuss gemäß Artikel 144 Absatz 1 unserer Geschäftsordnung.	This is why it has requested that it be referred back to committee pursuant to Rule 144(1) of the Rules of Procedure.
Ich erteile dem Vorsitzenden dieses Ausschusses, Herrn Watson, gleich das Wort, damit er uns im Namen seines Ausschusses den Antrag vorstellt.	I shall now give the floor to Mr Watson, Chairman of this committee, so that he can present the request on its behalf.
Frau Präsidentin! Am 16. November billigte das Parlament freundlicherweise den Antrag des Ausschusses, dessen Vorsitzender ich bin, die endgültige Abstimmung über Herrn Cashmans Entwurf einer legislativen Entschließung zu vertagen.	Madam President, the House kindly agreed on 16 November to a request from the committee which I have the honour to chair to delay the final vote on Mr Cashman's proposed legislative resolution.
Dieser Aufschub sollte den anderen Organen und der Kommission die Möglichkeit geben, unsere Änderungsanträge zu überdenken bzw. abgeänderte Entwürfe zu formulieren.	That delay was intended to allow time for the other institutions to consider our amendments and for the Commission to formulate amended proposals.
(Die Sitzung wurde um 9.05 Uhr eröffnet.)	(The sitting was opened at 09.05)
   Vielen Dank für Ihre Frage.	   . Thank you for the question.
(Das Parlament billigt den Antrag.)	(Parliament approved the request)
Die Krise in meinem Land wurde durch Gier - reine Gier - unter den Eliten aus Politik und Großkapital ausgelöst.	The crisis in my country was caused by greed - pure greed - among the political and big business elite.
Damit ist dieser Tagesordnungspunkt abgeschlossen.	That concludes the item.
Wir haben für eine Tobin-Steuer gestimmt, um den bereits geschwächten Finanzinstitutionen im Westen mit dem Hammer auf den Kopf zu schlagen und das Geld einer ganzen Reihe von Leuten zu geben, die es wahrscheinlich stehlen werden.	We voted for a Tobin tax to hammer already weakened financial institutions in the west and give the money to a whole bunch of people who will probably steal it.
Lassen Sie mich abschließend unterstreichen, dass zahlreiche auch neue Tätigkeiten keine Subventionen oder Beihilfen brauchen würden, wenn sie günstige steuerliche, ordnungspolitische und internationale Rahmenbedingungen vorfinden würden, die durch die Brüsseler Politik jedoch weitgehend zunichte gemacht werden.	Finally, I would like to emphasise that many activities, even emerging ones, would not need subsidies or aid if they had the benefit of a favourable, international fiscal and regulatory environment – an environment that Brussels' policies are largely helping to destroy.
Doch darum geht es hier nicht, meine Damen und Herren.	That, ladies and gentlemen, is not the issue.
Der Bericht von Herrn Novo Belenguer befürwortet in einem bedenklichen Ausmaß eine EU-Fremdenverkehrspolitik.	The Novo Belenguer report sounds too much like a plea for an EU tourism policy.
Sanktionen können ebenfalls nicht eingesetzt werden, wenn es keine klaren Anweisungen gibt.	Sanctions cannot be used, either, if there are no clear instructions.
Es geht darum, das Vertrauen der Bürger in dieses Verfahren zu stärken.	It is a question of increasing the confidence of the citizens in this procedure.
Wo bleiben die Proteste der Kommission und dieses Parlaments gegen die militärische Intervention des benachbarten Angola in diesem Land, und das noch gegen einen Diktator?	What has happened to the protests from the Commission and Parliament against military intervention in the country by neighbouring Angola, against a dictator it is true.
Ich war sehr erschüttert, von einem für Justiz zuständigen Kommissar zu erfahren, dass Polygamie zum Schutz der Frauen sei.	I was quite horrified to be told, by a Commissioner with responsibility for justice matters, that the object of polygamy was the protection of women.
Die in den Bericht von Helene Flautre eingearbeiteten Schlussfolgerungen enthalten viele gute Absichten.	The conclusions incorporated into Mrs Flautre's report are well-intentioned.
Die Preise brachen völlig ein; die Erzeuger hatten unter einem schwerwiegenden Preisverfall, insbesondere für Frühjahrslämmer, zu leiden.	Prices collapsed totally; producers suffered a severe price drop, especially for their early lambs.
Wir haben es nicht den nationalen Regierungen erlaubt.	We did not allow the national governments to have it.
Wie zuvor vereinbart, waren für den Minister fünf Minuten Redezeit vorgesehen.	As we agreed earlier, the Minister was to speak for 5 minutes.
Ich möchte Sie zunächst darum bitten, mir zu sagen, auf wessen Antrag hin dieser Punkt aufgenommen wurde, d. h., hat die Kommission selbst darum ersucht oder eine Fraktion.	I would ask you first of all to state at whose behest this was included, in other words, whether it was the Commission itself that made the request or one of the political groups.
Ich bitte Sie eindringlich, nicht für Änderungsanträge zu stimmen, die den Inhalt der Berichte von Frau Lambert und Frau Bozkurt abschwächen.	I urge you not to vote in favour of any amendments that weaken the content of the reports by Mrs Lambert and Mrs Bozkurt.
Der Antrag konnte aufgrund seiner Unvollständigkeit nicht bearbeitet werden.	The application was too incomplete to be considered.
Seit 1998 hat das Europäische Parlament durchweg alle Initiativen abgelehnt, wenn es zu Detailfragen in Bezug auf Europol konsultiert wurde, solange Europol im zwischenstaatlichen Rahmen verblieb, ohne einer demokratischen oder gerichtlichen Kontrolle zu unterliegen.	Since 1998, Parliament has consistently rejected all initiatives submitted to it when consulted about detailed issues relating to Europol, so long as Europol has remained intergovernmental in scope, subject to neither democratic nor legal control.
Die sozialistische Fraktion hat um diese Erklärung der Kommission ersucht. Ich weiß nicht, ob sich eine andere Fraktion angeschlossen hat.	The Socialist Group requested this Commission statement - I do not know if any of the other groups made the same request.
Ist diese Handlungsweise uneingeschränkt mit dem geltenden Subsidiaritätsprinzip in der Europäischen Union vereinbar?	Is this type of action definitely in accordance with the subsidiarity principle which operates in the European Union?
Teilt der Rat die Auffassung, dass die Forschung in diesem Bereich voraussichtlich sowohl der Gesundheit als auch der Wirtschaft zugute kommen und daher einen wesentlichen Beitrag zur Strategie von Lissabon leisten wird?	Does the Council agree that research in this area is likely to provide both health and economic benefits and therefore make a major contribution to the Lisbon strategy?
Das hat die sozialistische Fraktion veranlasst, um diese Erklärung zu ersuchen.	This is the thinking that led the Socialist Group to make this request.
Vielen Dank, Herr Barón Crespo.	Thank you, Mr Barón Crespo.
Herr Varela, Herr Barón Crespo hat Ihnen damit geantwortet.	Mr Varela, Mr Barón Crespo has given you your answer.
Das bedeutet, dass selbst die kleinste Unregelmäßigkeit bei den Finanzressourcen einen enormen Schaden für den Ruf dieses Hauses mit sich bringen kann.	This means that even the smallest impact of financial resources can cause enormous damage to the reputation of this House.
Frau Präsidentin, ich bat um eine Erläuterung; ich will durchaus nicht über die Zweckmäßigkeit einer Erklärung der Kommission diskutieren, die offensichtlich gegeben ist.	Madam President, I asked for clarification; I have absolutely no intention of arguing about the appropriateness of a Commission statement. It clearly is appropriate.
Ich bitte Sie, unsere Haltung zu unterstützen, und der Verkehrssicherheit einen guten Dienst zu erweisen, die soziale Glaubwürdigkeit Europas zu erhöhen und für die sensiblen Zonen erhöhte Kontrolldichten zu erlauben, denn hier haben wir auch erhöhte Anforderungen an die Verkehrssicherheit.	I would ask you to support our position, in so doing acting in the interests of road safety, increasing Europe’s social credibility and making it possible for more frequent checks to be carried out in high-risk areas, where the demands we make of road safety are higher.
Das heißt einfach, etwas rückzuüberweisen und uns diese Absicht vorher nicht mitzuteilen.	It is simply to send something back and we have been given no notice of this.
Frauen müssen in Sachen Fortpflanzung selbst entscheiden können, denn das ist wesentlich besser als die Alternative der unsicheren Abtreibung.	Women must have control over their reproductive lives: it is so preferable to the alternative of unsafe abortion.
Damit die Aussprache ordnungsgemäß abläuft - das beunruhigt mich am meisten, weil diese Frage möglicherweise die vier anstehenden wichtigen Fischereiaussprachen verzerren könnte -, wäre es normal, wenn die Erklärung nach dieser Aussprache abgegeben und uns dann Zeit gegeben würde, mit der Debatte über diese Frage fortzufahren, obwohl mir dies nicht möglich zu sein scheint.	Our group has also supported it. So that the debate may be held in an ordered fashion, which is what most concerns me, because this issue could distort the four important fisheries debates which we have on the agenda, it would be normal for this statement to be made after that debate, and that would then give us time to continue discussing this issue, although it seems that that will not be possible.
Ich erkenne an, dass Sie alles daran gesetzt haben, dass wir diese Woche dennoch abstimmen können, und das ist eine gute Sache, denn damit ist auch Klarheit geschaffen worden.	I appreciate that you went all out to ensure that we could still vote this week, and that is a good thing, because it makes the situation clear-cut.
Die beiden anderen sind UNHCR-Flüchtlinge, denen in Norwegen bereits Asyl gewährt worden war.	The other two are UNHCR refugees who had already obtained asylum in Norway.
Dieses Sachverständigenbüro, das von den Vereinigten Staaten beauftragt worden ist, weitere Untersuchungen durchzuführen, ist damit jetzt beschäftigt, und in der ersten Phase haben Stone & Webster ein wirtschaftliches Computermodell mit verschiedenen Parametern durchrechnen lassen. Das resultierte in einem Bericht an die Bank, der im August und September 1997 in der Arbeitsgruppe des Verwaltungsrats der EBRD verwendet wurde.	This expert consultancy, which has been asked by the United States to conduct a further investigation, is currently undertaking this, and during the first phase we asked Stone & Webster to continue calculating an economic computer model with different parameters, and this resulted in a report to the bank which was used by the working party of the Board of Directors of the EBRD in August and September 1997.
Das sind die Fragen, die die Fischer in Nordirland wirklich beschäftigen.	Those are the matters which really concern the fishermen of Northern Ireland.
Die Idee war - auf Ersuchen der Mehrheit der Fraktionsvorsitzenden -, dass zunächst die vier Berichterstatter das Wort ergreifen und anschließend der Vertreter der Kommission spricht.	The idea - at the request of most group Chairmen - was that the four rapporteurs would speak first, and then the representative of the Commission would follow.
Selbst mit all den Maßnahmen, die ich erwähnt habe, können wir die Importabhängigkeit vorläufig noch nicht völlig abschaffen.	Even with all the measures I have mentioned, we will not be able to reduce import dependency to zero for some time yet.
Beim Lesen der Dokumente fällt mir auf, dass wir noch Mühe damit haben.	It strikes me on reading the documents that we still have some difficulty with this.
Was also werfen die politischen und gerichtlichen Instanzen Frankreichs dann Bruno Gollnisch vor?	What, then, are the French political and judicial authorities accusing Mr Gollnisch of?
Um dies nicht zuzulassen, wird die Kommission sicherlich die Unterstützung des Parlaments benötigen.	In order not to allow this, the Commission will certainly need the help of Parliament.
Bei mehreren Zusammenkünften haben viele Organisationen und Einzelpersonen Beweismittel vorgelegt, die mich in meiner Einschätzung bestärken, dass dieser Sonderausschuss absolut notwendig war.	We have had several meetings at which many organisations and individuals have presented evidence that confirms me in my judgement that this special committee was very necessary.
Im Norden haben wir eine funktionierende Freizügigkeit, die auch nach der Integration von Schengen in den Vertrag erhalten bleiben muß.	In Scandinavia, we have an effective system of freedom of movement, and it is important that this can still be maintained when Schengen becomes part of the Treaty.
Koordinierung ist nützlich, aber das ist es nicht allein.	Coordination is beneficial, but the word samordning (coordination) has the wrong overtones.
Frau Präsidentin! Meine Fraktion wird diesem Vorschlag zustimmen, weil wir genau die Ansichten von Herrn Wurtz teilen, dass es sich hierbei wegen der Bedeutung der Danone-Firmengruppe und der Auswirkungen der vorgeschlagenen Maßnahmen auf mehrere Länder nicht um eine rein französische, sondern um eine europäische Angelegenheit handelt.	Madam President, my group will be voting in favour of this proposal because, to take up Mr Wurtz' s arguments, this is not just a French issue, but a European issue, both because of the size of the Danone Group and because of the potential repercussions of the measures proposed in various countries.
Angesichts der Tatsache, dass mit dem Vertrag von Nizza das Statut der Europäischen Aktiengesellschaft angenommen wurde, meinen wir, dass es sich um ein hochaktuelles Thema handelt, das auch mit der schwedischen Präsidentschaft verbunden ist.	Furthermore, because the European Company Statute has been approved by the Treaty of Nice, we feel that this is an extremely topical issue and one that also needs to be addressed by the Swedish Presidency.
Doch der Erfolg in Osttimor stellt sich nicht allein durch die Anwesenheit von UN-Friedenstruppen ein – nicht heute und nicht in der Zukunft –, sondern in allererster Linie durch Entwicklung und Demokratie.	But East Timor cannot succeed – either now or in the future – merely through the presence of UN peacekeeping forces, but first and foremost through development and democracy.
Letztens: Wir haben untersucht, ob es nicht angemessen wäre, für Telekommunikationsdienstleistungen einen Originalbegriff eines einheitlichen Mehrwertsteuersatzes in Erwägung zu ziehen.	Finally, we explored whether it might not be appropriate to consider for telecoms a pioneering notion of a single VAT rate.
Wenn wir dieses Problem nicht bewältigen, werden wir für unsere Hilflosigkeit einen zunehmend hohen Preis bezahlen.	If we cannot overcome this problem, we will pay an increasingly high price for our helplessness.
Denn es ist unser Wunsch, dass durch die Errichtung dieser Agentur eine echte Grundrechtepolitik begründet werden kann.	We hope that the creation of this agency will make it possible to establish a real policy on fundamental rights.
Es gibt allerlei Gründe für die Aufforderung an den Ausschuß und seinen Berichterstatter, bei den Debatten, mit denen seitens des Schlichtungsausschusses zu rechnen ist, an den Änderungsanträgen in der Empfehlung festzuhalten.	There is every reason to encourage the committee and its rapporteur to maintain the amendments tabled in the recommendation during the discussions which must now be expected to start in the conciliation committee.
Die israelische Kriegsmaschinerie hat unter dem Vorwand der Selbstverteidigung erbarmungslos zugeschlagen.	The Israeli war machine has been striking out mercilessly on the pretext of self-defence.
schriftlich. - (IT) Das Ziel dieses Verordnungsvorschlags, nämlich ein gemeinschaftliches Kontrollsystem zu garantieren, um die Einhaltung der Regeln der Gemeinsamen Fischereipolitik durch eine europäische Instanz zu gewährleisten, ist sicherlich lobenswert, da es die zahlreichen Forderungen berücksichtigt, die vom Parlament und der Europäischen Union über die letzten Jahren gestellt wurden.	in writing. - (IT) The aim of this proposal for a regulation, namely to guarantee a Community control system for ensuring compliance with the rules of the Common Fisheries Policy through a European Agency, is certainly commendable and addresses the numerous demands made over the years by Parliament and the European Commission.
Frau Präsidentin!	
Doch ich teile Ihnen mit, Herr Poettering, dass die Konferenz der Präsidenten weder für noch gegen diesen Vorschlag gestimmt hat, und mir wurde nahegelegt, diesen Vorschlag im Plenum vorzubringen, was ich getan habe.	However, Mr Poettering, I would like to tell you that the Conference of Presidents certainly did not vote for or against this motion and it was suggested that I should table this motion in Parliament, which I have done.
Daher ist es zu begrüßen, dass die von uns heute diskutierte Verordnung des Rates über die Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) auch solche Fragen umfasst wie Beratungsdienstleistungen, Berufsbildungsmaßnahmen sowie ländlicher Tourismus, auch wenn sie in dieser Hinsicht leider nicht weit genug geht.	It is to be welcomed that the Council regulation on support for rural development by the EAFRD we are discussing also covers such issues as the provision of advice, professional training and tourism, even though it unfortunately does not go far enough in this respect.
Die Strukturfonds werden nie ein völlig europäisches Programm darstellen, sondern stets zum großen Teil national ausgerichtet sein; wir gehen hier jedoch zu weit.	It will never be a fully European programme, it will always largely be nationally oriented but we take this too far.
Er wird die Beteiligung der Bürger am politischen Prozess fördern und damit dazu beitragen, die ernsten Herausforderungen anzugehen, sowohl auf einer nationalen als auch auf der europäischen Ebene.	It will promote civil participation in the political process with a view to tackling the serious challenges it is facing, both at a national and European level.
Ich danke Ihnen, dass Sie uns dieses Beispiel unter anderen genannt haben.	There are numerous examples.
Herr Präsident! Den Entscheidungen, die in den nächsten Tagen in Brüssel getroffen werden, schauen - wie wir jetzt gesehen haben - viele unter uns mit Spannung, manche mit Enthusiasmus entgegen.	Mr President, as we have seen, the decisions which will be made in Brussels in the next few days will be observed by many of us with excitement, and by some with enthusiasm.
Wie ich sehe, ist dies der Fall.	I can see that this is the case.
Zu guter Letzt: Wir sprechen in diesem Haus viel über die Wichtigkeit der Wahlmöglichkeiten für Verbraucher und Prävention im Bereich der Volksgesundheit.	On a final note, we talk a lot in this House about the importance of consumer choice and prevention in public health.
Das Gesamtergebnis verbessert nicht nur die Visum-Sicherheit sondern bringt auch - wie bereits von den Vorrednern erwähnt - ein Mehr an Benutzerfreundlichkeit für die Visum-Antragsteller.	The whole result not only improves the security of visas, but, as others have said, also convenience for visa applicants.
Frau Präsidentin, Frau Kommissarin, werte Kolleginnen und Kollegen, gestatten Sie mir, mit einem kurzen geschichtlichen Rückblick zu beginnen.	Madam President, Commissioner, ladies and gentlemen, allow me to begin by briefly outlining the background to this matter.
Wir alle haben in der vergangenen Woche die entsetzlichen Bilder der jüngsten Massaker islamischer Terroristen in Algerien sehen können, die mit jedem Mal die Grenze des Schreckens weiter überschreiten.	Last week, we were all able to witness the television broadcasts of the unbearable images of recent massacres carried out in Algeria by Islamist terrorists who keep pushing back the limits of atrocity.
Daher können wir nicht begreifen, warum das Parlament, das es ansonsten mit der Menschenrechtsproblematik sehr genau nimmt, diesem neuen Beispiel des fanatischen Irrsinns wortlos gegenüber steht.	We cannot, therefore, understand why Parliament, which is always so particular on human rights issues, should remain silent following further evidence of fanatical madness.
Durch die Stillegung unrentabler Strecken gelangen wir aber zwangsläufig zu einer Reduzierung des Netzes, und das geht zu Lasten der lokalen Entwicklung und der Umwelt.	Closing down unprofitable lines necessarily entails reducing rail networks, to the detriment of regional growth and the environment.
(Beifall)	(Applause)
Dazu gehört aber auch die Verwendung von Saccharose je nach Bedarf.	Part of this success, however, has been down to the use of sucrose as required.
Meiner Meinung nach geht es hier um grundsätzliche Fragen.	I think that these are fundamental issues.
Die vier Schlüsselwörter dieses Themas lauten: Eltern, Kommunikations- und Erziehungsfachleute, Hersteller - denn wir werden dieses Problem nicht bei der Wurzel packen können, wenn wir nicht die Herstellung dieser Gewaltspiele verhüten können - und schließlich Politik.	The four keywords on this subject are: parents, communication and education professionals, producers - because we cannot tackle this problem at its roots if we cannot prevent the production of these violent games - and lastly politics.
Wir haben viel zu tun, denn die Stimmungslage entspricht nicht der Faktenlage.	There is a great deal for us to do, for public sentiment does not reflect the facts.
Das ist auch Lorenz der Großartige. In unserem Fall wohl eher das unheilbringende Europa.	And it also stands for Lorenzo the Magnificent or rather, in the present case, Europe the malevolent.
Dann gebe ich jetzt ungerügt Frau Omen-Ruijten das Wort.	Without further criticism, I now give the floor to Mrs Oomen-Ruijten.
Aber diese Fürsorge kann sehr unterschiedliche Formen annehmen, so auch die uneingeschränkte Ansiedlung auf unserem Staatsgebiet, und dies sollten wir unbedingt ausschließen.	However, this solicitude can take very different forms, one of which being residence on our territories for an unlimited duration, which we would have to reject more or less outright.
Wie können wir darin erfolgreicher sein?	How can we be more effective?
Deshalb schließe ich mich den Stimmen jener an, die die Gewalt der Regierungskräfte gegen Oppositionsgruppen, Journalisten und Menschenrechtsaktivisten bereits verurteilt haben.	I therefore add my voice, how could I not, to the voices of those who have already condemned the violence on the part of government forces against opposition groups, journalists and human rights supporters
schriftlich. - Ursprungskennzeichnungen sollen den Verbrauchern Informationen verschaffen, um bewusste Kaufentscheidungen zu ermöglichen.	in writing. - (DE) Origin labelling is intended to provide consumers with information which will allow them to make informed purchasing decisions.
Gestern haben wir diese Bitte nochmals vorgetragen.	We raised it again yesterday.
Zur Embryonenforschung selbst ist der Entwurf des Lenkungsausschusses ebenfalls nicht deutlich genug.	And the Steering Committee's draft is also insufficiently clear on the question of embryo research itself.
Jedoch konnten wir mit der Berichterstatterin nicht darin übereinstimmen, die Menschenrechtsklausel im Freihandelsabkommen mit Kolumbien als zufriedenstellend zu bezeichnen.	But we could not agree with the rapporteur that the human rights clause in the FTA with Colombia was satisfactory.
Deshalb hoffe ich, dass bei der Erarbeitung der nächsten Finanziellen Vorausschau Mittel in ausreichender Höhe eingeplant werden, um den Aufbau des Natura-2000-Netzes zu unterstützen.	It is for this reason that I hope that appropriate funding will be earmarked to support the establishment of the Natura 2000 network during work on the next Financial Perspective.
Meiner Ansicht nach geraten wir mit dem Arbeitsplan für Donnerstag in große Schwierigkeiten, weil die Sitzungen am Freitag gestrichen worden sind und wir noch um 17.30 Uhr einen Bericht behandeln, der die Arbeitsplätze von vier Millionen Arbeitnehmern betrifft.	In my opinion, if we have to debate a report like this one, which affects the jobs of four million people, at 5.30 p.m., then the plan for Thursday' s sitting has run up against very big problems as a result of the Friday sittings being discontinued.
Gesellschaftsrecht (Aussprache)	Company law (debate)
Wie schon gesagt wurde, gab es bereits 2002 zu diesem Thema eine interinstitutionelle Erklärung, in der eine baldige Lösung des Finanzierungsproblems zugesagt wurde.	As already stated, though, an interinstitutional declaration was drafted on this very topic as long ago as 2002. This was accompanied by the pledge that a solution for the problem of funding would be tabled shortly.
Wenn wir vermeiden wollen, im Jahre 2020 zu 90 % von russischem Öl abhängig zu sein, müssen wir eine stärkere Eigenversorgung mit Energie erreichen und eine gemeinsame Energiepolitik mit einem wohldurchdachten und ausgewogenen Energiemix entwickeln.	If we are to avoid being 90% dependent on Russian oil by 2020, we have to achieve greater autonomy in energy supply and develop a common energy policy with an intelligent, balanced energy mix.
Wir sagen "Ja" zum Schutz unserer Bürger, jedoch "Nein" zum Protektionismus, durch den sie nur ärmer werden.	Yes to protecting our citizens, but no to protectionism that can only impoverish them.
Ich weise darauf hin, dass in den letzten 24 Stunden in Moskau alarmierende Ereignisse vor sich gegangen sind, die vor allem gegen die unabhängigen Medien und die Pressefreiheit gerichtet sind.	I draw your attention to the fact that alarming events have been taking place in Moscow in the past 24 hours, mainly aimed at the independent media and the freedom of the press.
Einige Abgeordnete haben die Frage der Zukunft unserer Erweiterungspolitik angesprochen.	Some speakers raised the issue of the future of our enlargement policy.
Viele Landwirte sind selber auch als Imker tätig.	We have seen a decline in the bee population in many regions of Europe.
Immer bessere und schwieriger zu identifizierende Produkte, die von der Pharmaindustrie entwickelt und in verschiedenster Form auf dem Markt angeboten werden, erleichtern den Zugriff einer immer breiter werdenden Interessensgruppe.	The pharmaceutical industry is developing products, constantly improving them, making them harder to detect, and bringing them onto the market in the most diverse formats, and improving its access to an ever-expanding interest group.
